2.2447247890301875E-10,2.2447247890301875E-10,2.2447247890301875E-10,
2.2447247863487037E-10,2.2447247863487037E-10,4.4894505569135087E-10,
2.244724786409408E-10,2.244724786409408E-10,6.734175834997401E-10,
2.244724786418155E-10,2.244724786418155E-10,8.978901113281635E-10,
2.2447247864199488E-10,2.2447247864199488E-10,1.122362639159161E-9,
2.2447247864199488E-10,2.2447247864199488E-10,1.34683516699052E-9,
2.244724786418155E-10,2.244724786418155E-10,1.5713076948215174E-9,
2.244724786409408E-10,2.244724786409408E-10,1.7957802226499408E-9,
2.2447247863487037E-10,2.2447247863487037E-10,2.02025275045833E-9,
2.2447247890301875E-10,2.2447247890301875E-10,2.2447253272466624E-9,
2.2447247863487037E-10,4.4894505569135087E-10,2.2447247863487037E-10,
2.2447247836924303E-10,4.489450557004428E-10,4.489450557004428E-10,
2.2447247837727578E-10,4.489450557026716E-10,6.734175835011474E-10,
2.2447247837843265E-10,4.4894505570317955E-10,8.978901113284626E-10,
2.2447247837866583E-10,4.489450557033069E-10,1.1223626391592206E-9,
2.2447247837866583E-10,4.489450557033069E-10,1.3468351669904604E-9,
2.2447247837843265E-10,4.4894505570317955E-10,1.5713076948212183E-9,
2.2447247837727578E-10,4.489450557026716E-10,1.7957802226485334E-9,
2.2447247836924303E-10,4.489450557004428E-10,2.020252750449238E-9,
2.2447247863487037E-10,4.4894505569135087E-10,2.2447253275148108E-9,
2.244724786409408E-10,6.734175834997401E-10,2.244724786409408E-10,
2.2447247837727578E-10,6.734175835011474E-10,4.489450557026716E-10,
2.2447247838584842E-10,6.734175835017607E-10,6.734175835017607E-10,
2.2447247838713495E-10,6.734175835019809E-10,8.978901113286391E-10,
2.244724783874001E-10,6.73417583502051E-10,1.1223626391592603E-9,
2.244724783874001E-10,6.73417583502051E-10,1.3468351669904207E-9,
2.2447247838713495E-10,6.734175835019809E-10,1.5713076948210417E-9,
2.2447247838584842E-10,6.734175835017607E-10,1.7957802226479202E-9,
2.2447247837727578E-10,6.734175835011474E-10,2.020252750447009E-9,
2.244724786409408E-10,6.734175834997401E-10,2.24472532750874E-9,
2.244724786418155E-10,8.978901113281635E-10,2.244724786418155E-10,
2.2447247837843265E-10,8.978901113284626E-10,4.4894505570317955E-10,
2.2447247838713495E-10,8.978901113286391E-10,6.734175835019809E-10,
2.2447247838846922E-10,8.97890111328723E-10,8.97890111328723E-10,
2.2447247838874953E-10,8.978901113287548E-10,1.1223626391592818E-9,
2.2447247838874953E-10,8.978901113287548E-10,1.3468351669903992E-9,
2.2447247838846922E-10,8.97890111328723E-10,1.571307694820958E-9,
2.2447247838713495E-10,8.978901113286391E-10,1.7957802226476998E-9,
2.2447247837843265E-10,8.978901113284626E-10,2.0202527504465013E-9,
2.244724786418155E-10,8.978901113281635E-10,2.2447253275078653E-9,
2.2447247864199488E-10,1.122362639159161E-9,2.2447247864199488E-10,
2.2447247837866583E-10,1.1223626391592206E-9,4.489450557033069E-10,
2.244724783874001E-10,1.1223626391592603E-9,6.73417583502051E-10,
2.2447247838874953E-10,1.1223626391592818E-9,8.978901113287548E-10,
2.2447247838903545E-10,1.1223626391592907E-9,1.1223626391592907E-9,
2.2447247838903545E-10,1.1223626391592907E-9,1.3468351669903903E-9,
2.2447247838874953E-10,1.1223626391592818E-9,1.5713076948209261E-9,
2.244724783874001E-10,1.1223626391592603E-9,1.7957802226476297E-9,
2.2447247837866583E-10,1.1223626391592206E-9,2.020252750446374E-9,
2.2447247864199488E-10,1.122362639159161E-9,2.2447253275076862E-9,
2.2447247864199488E-10,1.34683516699052E-9,2.2447247864199488E-10,
2.2447247837866583E-10,1.3468351669904604E-9,4.489450557033069E-10,
2.244724783874001E-10,1.3468351669904207E-9,6.73417583502051E-10,
2.2447247838874953E-10,1.3468351669903992E-9,8.978901113287548E-10,
2.2447247838903545E-10,1.3468351669903903E-9,1.1223626391592907E-9,
2.2447247838903545E-10,1.3468351669903903E-9,1.3468351669903903E-9,
2.2447247838874953E-10,1.3468351669903992E-9,1.5713076948209261E-9,
2.244724783874001E-10,1.3468351669904207E-9,1.7957802226476297E-9,
2.2447247837866583E-10,1.3468351669904604E-9,2.020252750446374E-9,
2.2447247864199488E-10,1.34683516699052E-9,2.2447253275076862E-9,
2.244724786418155E-10,1.5713076948215174E-9,2.244724786418155E-10,
2.2447247837843265E-10,1.5713076948212183E-9,4.4894505570317955E-10,
2.2447247838713495E-10,1.5713076948210417E-9,6.734175835019809E-10,
2.2447247838846922E-10,1.571307694820958E-9,8.97890111328723E-10,
2.2447247838874953E-10,1.5713076948209261E-9,1.1223626391592818E-9,
2.2447247838874953E-10,1.5713076948209261E-9,1.3468351669903992E-9,
2.2447247838846922E-10,1.571307694820958E-9,1.571307694820958E-9,
2.2447247838713495E-10,1.5713076948210417E-9,1.7957802226476998E-9,
2.2447247837843265E-10,1.5713076948212183E-9,2.0202527504465013E-9,
2.244724786418155E-10,1.5713076948215174E-9,2.2447253275078653E-9,
2.244724786409408E-10,1.7957802226499408E-9,2.244724786409408E-10,
2.2447247837727578E-10,1.7957802226485334E-9,4.489450557026716E-10,
2.2447247838584842E-10,1.7957802226479202E-9,6.734175835017607E-10,
2.2447247838713495E-10,1.7957802226476998E-9,8.978901113286391E-10,
2.244724783874001E-10,1.7957802226476297E-9,1.1223626391592603E-9,
2.244724783874001E-10,1.7957802226476297E-9,1.3468351669904207E-9,
2.2447247838713495E-10,1.7957802226476998E-9,1.5713076948210417E-9,
2.2447247838584842E-10,1.7957802226479202E-9,1.7957802226479202E-9,
2.2447247837727578E-10,1.7957802226485334E-9,2.020252750447009E-9,
2.244724786409408E-10,1.7957802226499408E-9,2.24472532750874E-9,
2.2447247863487037E-10,2.02025275045833E-9,2.2447247863487037E-10,
2.2447247836924303E-10,2.020252750449238E-9,4.489450557004428E-10,
2.2447247837727578E-10,2.020252750447009E-9,6.734175835011474E-10,
2.2447247837843265E-10,2.0202527504465013E-9,8.978901113284626E-10,
2.2447247837866583E-10,2.020252750446374E-9,1.1223626391592206E-9,
